WKT,transportation.sde.BMTC_LAND.objectid,transportation.sde.BMTC_LAND.kgiscode,transportation.sde.BMTC_LAND.departmentcode,transportation.sde.BMTC_LAND.kgisbmtclandid,transportation.sde.BMTC_LAND.kgisbmtclandname,transportation.sde.BMTC_LAND.kgiswardid,transportation.sde.BMTC_LAND.kgisvillageid,transportation.sde.BMTCLAND_TBL.objectid,transportation.sde.BMTCLAND_TBL.kgisbmtclandid,transportation.sde.BMTCLAND_TBL.name,transportation.sde.BMTCLAND_TBL.area_gis,transportation.sde.BMTCLAND_TBL.acre_rec,transportation.sde.BMTCLAND_TBL.gunte_rec,transportation.sde.BMTCLAND_TBL.area_sq_m,transportation.sde.BMTCLAND_TBL.survey_no,transportation.sde.BMTCLAND_TBL.hobli,transportation.sde.BMTCLAND_TBL.taluk,transportation.sde.BMTCLAND_TBL.district,transportation.sde.BMTCLAND_TBL.status,transportation.sde.BMTCLAND_TBL.category,transportation.sde.BMTCLAND_TBL.photo
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5333845179145 12.9888065261067,77.5340257880765 12.9885518492069,77.5338508914766 12.9880565197883,77.5332474598962 12.9881764445636,77.5333845179145 12.9888065261067))))","1",,"1","1",Basaveshwaranagar_Bus_Stand,,,"1","1",Basaveshwaranagar_Bus_Stand,1.13,"1",0.13,4553.73,CA,Kasaba,Bangalore North,Bangalore Urban,Bus Stand,Bus Stand,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5216084296942 12.993154317038,77.5221128756203 12.9930067897904,77.5225078657297 12.9928830581807,77.5224055489956 12.9927093579194,77.5222080540424 12.9924380990731,77.5221676030741 12.992397647413,77.5221104957342 12.992361957112,77.5220462503624 12.9923381617564,77.5219605894927 12.9923334028555,77.521870169783 12.9923215056648,77.5218106834938 12.9923119878007,77.5217440583838 12.992288192883,77.5216869517422 12.9922429834035,77.5216512602202 12.9921953940173,77.5216036704361 12.9921359074769,77.5214656615826 12.9918241978968,77.5213538274026 12.9915981496154,77.5211872643907 12.9912340919495,77.521120639421 12.9910984622197,77.5209778722335 12.9908509978461,77.5209160070803 12.990753440566,77.5208707962681 12.9906796774118,77.5208303459195 12.9906059141217,77.5207684796595 12.9904583870969,77.5206733022704 12.9904940793872,77.5209969079454 12.9914339662544,77.521222957274 12.9921168720078,77.5215013544921 12.992878299169,77.5216084296942 12.993154317038))))","2",,"2","2",Sriganda_kavalu_Depot_31,,,"2","2",Sriganda_kavalu_Depot_31,3.42,"4",0,13835.71,60 & 68,Yeshwanthpura,Bangalore North,Bangalore Urban,Depot 31,Depot,DSC0031_Srigandhada_Kavalu_Depot.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.524577639737 13.0104915449245,77.5246119044561 13.0106814267375,77.5246732939402 13.0106757155126,77.5247446789768 13.0106728604422,77.5248631755569 13.0106785715776,77.5249374139457 13.0106857100421,77.5249859551342 13.0106914199887,77.5250573394181 13.0107014140841,77.5251073081958 13.0107099804541,77.525232943761 13.0107014138418,77.5254171139455 13.0106842814774,77.5253457298837 13.0103045198542,77.524577639737 13.0104915449245))))","3",,"3","3",Laggere_Bus_Stand,,,"3","3",Laggere_Bus_Stand,0.69,"0",0.36000001,2811.13,"92",Yeshwanthpura,Bangalore North,Bangalore Urban,Bus Stand,Bus Stand,DSC0017_Laggere_BS.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5260003195137 13.0153481444955,77.5260050793486 13.0154885325943,77.5261121542404 13.0154802046932,77.5260871710461 13.0152636735469,77.5260407707997 13.0152886576725,77.5260003195137 13.0153481444955))))","4",,"4","4",Lakshmidevinagara_Bus_Stand,,,"4","4",Lakshmidevinagara_Bus_Stand,0.06,"0",0.08,226.44,11 & 12,Yeshwanthpura,Bangalore North,Bangalore Urban,Bus Stand,Bus Stand,DSC0018_Lakshmidevinagar_BS.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5356094249681 13.0118257328045,77.5358606872874 13.0118271764155,77.5359463483621 13.0118271763417,77.5360567554315 13.0113855486722,77.5361176695334 13.011153313353,77.5357578950248 13.0109344031291,77.5357007880098 13.0109857987944,77.5356627159379 13.0110790739177,77.5356208372226 13.0112603896506,77.5356056091536 13.0117453233404,77.5356094249681 13.0118257328045))))","5",,"5","5",Nandini_Layout_Bus_Stand,,,"5","5",Nandini_Layout_Bus_Stand,0.99,"0",0.38999999,4024.73,CA Site,Kasaba,Bangalore North,Bangalore Urban,Bus Stand,Bus Stand,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5660681827095 13.0366095600554,77.5664274812464 13.0362716771638,77.5668058163121 13.0359123786744,77.5662466424778 13.0359433115177,77.5659492096813 13.0359647269551,77.5659730037112 13.0361907753661,77.5659920400231 13.0363049895696,77.5660253523546 13.0364453770357,77.5660681827095 13.0366095600554))))","6",,"6","6",Chikkamaranahalli_Bus_Stand,,,"6","6",Chikkamaranahalli_Bus_Stand,0.86,"0",0.34999999,3465.72,CA Site 20,Kasaba,Bangalore North,Bangalore Urban,Bus Stand,Bus Stand,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5924813892516 13.044457657608,77.5928882774725 13.0443934118462,77.5932832684408 13.0443244070971,77.5939637939578 13.0441863991966,77.5947014271855 13.0440460110059,77.5945443823824 13.0432726863422,77.5943587838342 13.0424660481504,77.594325472168 13.0423256601312,77.5938281638974 13.0424351153858,77.5938019906629 13.0423090039858,77.5937926505932 13.0422646271121,77.5936260891705 13.0424311889933,77.5932542982663 13.0431331302252,77.5927873289542 13.0439302493186,77.5924813892516 13.044457657608))))","7",,"7","7",Hebbal_Depot_28,,,"7","7",Hebbal_Depot_28,7.84,"7",0.34,31709.94,"82 / 1,4,7,2,88,89,90",Yeshwanthpura,Bangalore North,Bangalore Urban,Depot 28,Depot,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5794020462079 13.095470332194,77.5791974335222 13.0952496720343,77.5789418797908 13.0955237856649,77.5787619924653 13.0957165221749,77.5787320109696 13.0957550691173,77.5786759846764 13.0958155455342,77.5787492422748 13.0958701383754,77.5787449894057 13.0959059651845,77.5788687218955 13.0960177990053,77.5792259872952 13.0956437106438,77.5794020462079 13.095470332194))))","8",,"8","8",Yelahanka_Satellite_Bus_Stand,,,"8","8",Yelahanka_Satellite_Bus_Stand,0.66,"0",0.25,2660.3,CA Site,Yelahanka,Bangalore North (Apara) Yelahanka,Bangalore Urban,Bus Stand,Bus Stand,DSC0032_ye s 5th phase_BS.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5722244238545 13.1060803443155,77.5724795014567 13.1060498863449,77.5727421941388 13.106019429777,77.5727745550066 13.105834782932,77.5728259511011 13.1053170126006,77.5721863523389 13.1053474696938,77.5722244238545 13.1060803443155))))","9",,"9","9",Yelahanka_5th_Phase_Bus_Stand,,,"9","9",Yelahanka_5th_Phase_Bus_Stand,1.24,"1",0.02,5011.74,CA Site,Yelahanka,Bangalore North (Apara) Yelahanka,Bangalore Urban,Bus Stand,Bus Stand,DSC0033_ye - 5th phase_BS.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5766302336082 13.1106058407343,77.5783648602584 13.1108342686355,77.5790929752566 13.1110519893583,77.5797068764652 13.1112411569235,77.5798520237492 13.1107182701628,77.5797300763469 13.1107152953248,77.579685460706 13.1103167359647,77.5796735643903 13.1095939750002,77.5796884358811 13.1092727474434,77.5792660815351 13.1092638243493,77.5782488611656 13.1093857717802,77.577478512129 13.1094125412764,77.5767319559253 13.1094006436023,77.5766784165639 13.1100728413889,77.5766302336082 13.1106058407343))))","10",,"10","10",Yelahanka_Depot_11_&_30,,,"10","10",Yelahanka_Depot_11_&_30,13.53,"13",0.2,54739.36," 69",Yelahanka,Bangalore North (Apara) Yelahanka,Bangalore Urban,Depot 11 & 30,Depot,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5799613698387 13.1110994176676,77.5797377002552 13.1118703634444,77.5805538560932 13.1119012963447,77.5805681332495 13.1117156986891,77.5806062035506 13.1112088727819,77.5799613698387 13.1110994176676))))","11",,"11","11",Puttenahalli_(KHB_Vacant_Land),,,"11","11",Puttenahalli_(KHB_Vacant_Land),1.61,"1",0.2,6529.18,CA Site 1,Yelahanka,Bangalore North (Apara) Yelahanka,Bangalore Urban,Vacant  ( Compound ),Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5951670774907 13.1010502400914,77.5951109218405 13.1008784425751,77.5950090815576 13.1005643545531,77.5946569213357 13.1006861825316,77.5946721490141 13.1007356752539,77.5946959444344 13.1007328202497,77.5947206912429 13.100819432002,77.5945141540278 13.1008860577356,77.5945465146895 13.100967911296,77.5944903588015 13.1009993196808,77.5945712604698 13.1011830139309,77.5947225947039 13.1011230520187,77.5947816041374 13.1012386936997,77.5951670774907 13.1010502400914))))","12",,"12","12",Yelanka_Old_Town_Bus_Stand,,,"12","12",Yelanka_Old_Town_Bus_Stand,0.81,"0",0.31999999,3262.47, ,Yelahanka,Bangalore North (Apara) Yelahanka,Bangalore Urban,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5927550575293 13.0293282493219,77.5928475091567 13.0293179769562,77.5930548697516 13.0292949369823,77.5932595033274 13.0292711417791,77.5933546822153 13.0292521066494,77.5933951330378 13.0289356377404,77.5934117887963 13.028633446409,77.592931137301 13.0287262453373,77.5926741558196 13.0287547994667,77.5926432222862 13.0288166644645,77.5927550575293 13.0293282493219))))","13",,"13","13",R.T.Nagar_Depot_14,,,"13","13",R.T.Nagar_Depot_14,1.22,"1",0.14,4941.04,CA Site 2,Yeshwanthpura,Bangalore North,Bangalore Urban,Depot 14,Depot,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.6076444549527 13.0200324886247,77.6078804980937 13.0199037591472,77.607848137759 13.0196981738131,77.6075159647583 13.0198349929255,77.6075825889577 13.0199515861157,77.6076444549527 13.0200324886247))))","14",,"14","14",Kavalbyrasandra_Bus_Stand,,,"14","14",Kavalbyrasandra_Bus_Stand,0.2,"0",0.15000001,826.25,"31",Yeshwanthpura,Bangalore North,Bangalore Urban,Bus Stand,Bus Stand,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.6319565991832 13.0262315789884,77.6332379378392 13.0258782289215,77.6328218895815 13.025022098907,77.6322755661015 13.0252638520156,77.6316721342265 13.0254675337727,77.6319565991832 13.0262315789884))))","15",,"15","15",Hennur_Depot_10,,,"15","15",Hennur_Depot_10,3.28,"3",0.28,13288.17,CA Site 4/1,Yeshwanthpura,Bangalore North,Bangalore Urban,Depot 10,Depot,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.6376946097138 13.0269170421717,77.6378683102208 13.02690038632,77.6384665067041 13.0268104423777,77.638649248892 13.0267933099888,77.6387168509267 13.026731310186,77.639430188104 13.0266448321013,77.6394130558666 13.0263150380834,77.6385364620589 13.0264849321842,77.6381124418887 13.0265691654777,77.63766700752 13.026656253194,77.6376946097138 13.0269170421717))))","16",,"16","16",Kalyanagar_(HRBR)_Depot_23,,,"16","16",Kalyanagar_(HRBR)_Depot_23,1.56,"1",0.22,6299.27,CA Site 11,Krishnarajapura,Bangalore East,Bangalore Urban,Depot 23,Depot,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.6925503765424 13.0079938129571,77.6928216344641 13.008046161313,77.6928054542427 13.0078234440566,77.6927007578497 13.0076673511877,77.6926645902007 13.0073894296806,77.6925960619444 13.0073951411355,77.6925579903953 13.0078976833276,77.6925503765424 13.0079938129571))))","17",,"17","17",K.R.Puram_Bus_Stand,,,"17","17",K.R.Puram_Bus_Stand,0.31,"0",0.22,1268.71,"7",Krishnarajapura,Bangalore East,Bangalore Urban,Bus Stand,Bus Stand,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.6907302311874 13.0050626507091,77.6913369936111 13.0054088618817,77.6915047454087 13.0055135583904,77.6917307949276 13.0055373521995,77.6917516143895 13.0044755181335,77.6924059667989 13.0044160317776,77.6926617589635 13.0043981863147,77.6926736556966 13.004136445652,77.6926105996009 13.0041363493168,77.6925149606354 13.0041557975916,77.6920090719824 13.0042636504032,77.6917932551786 13.0042583932891,77.6914631054535 13.0042316239496,77.690987213247 13.0040591129383,77.6907302311874 13.0050626507091))))","18",,"18","18",ITI_Land_K.R.Puram_Depot_29,,,"18","18",ITI_Land_K.R.Puram_Depot_29,3.8,"0",0,15368.63, ,Krishnarajapura,Bangalore East,Bangalore Urban,Depot 29,Depot,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.683117145506 13.0022749138616,77.684202180183 13.0028221894698,77.684939812531 13.0015848703121,77.6853633575357 13.0007235049034,77.6840213410559 13.0008139245634,77.6834550294684 13.001613423027,77.683117145506 13.0022749138616))))","19",,"19","19",ITI_Land_Depot_24_&_workshop_2,,,"19","19",ITI_Land_Depot_24_&_workshop_2,7.43,"14",0,30049,68 / 62,Krishnarajapura,Bangalore East,Bangalore Urban,Depot 24 & Workshop 2,Depot & Workshop,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.633832857617 12.9813842271742,77.6338566517167 12.9823092423937,77.6351207410493 12.9823360117883,77.6349571523138 12.981196844635,77.633832857617 12.9813842271742))))","20",,"20","20",Indiranagara_Depot_6,,,"20","20",Indiranagara_Depot_6,3.68,"4",0.16,14883.85,"48",Kasaba,Bangalore North,Bangalore Urban,Depot 6 & Quarters,Depot,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.6025394888735 12.9830046796062,77.6028949233186 12.9840496000306,77.6029770967386 12.9840175788201,77.6030379811741 12.9841735800385,77.6033530589814 12.9840665537673,77.6034992937238 12.9839531304569,77.6031364414831 12.9828011272446,77.6025394888735 12.9830046796062))))","21",,"21","21",Shivajinagar_Bus_Stand,,,"21","21",Shivajinagar_Bus_Stand,1.82,"1",0.23,7353.9,42 / 2 -1 & 43 / 2 -3 & 43 / 2,Kasaba,Bangalore North,Bangalore Urban,TTMC,TTMC,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.593319981325 12.9242718493204,77.5918359481629 12.924295093376,77.5918436803877 12.9252391453844,77.5933338178511 12.9252391456059,77.593319981325 12.9242718493204))))","22",,"22","22",Jayanagara_Bus_Depot,,,"22","22",Jayanagara_Bus_Depot,4.22,"4",0.15000001,17062.95,32 / 1,Uttarahalli,Bangalore South,Bangalore Urban,Depot 4,Depot,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5849992078125 12.9285517803774,77.5849470928318 12.928276614697,77.5840298720279 12.9284496350773,77.5838464277922 12.9279451638199,77.583677576011 12.9279826873231,77.5837588743476 12.9282203299812,77.5838631043424 12.9284454658668,77.5839423185135 12.928562204007,77.5840861556353 12.9285851335159,77.5844176062411 12.9285684577432,77.5848908083731 12.9285663726147,77.5848908090912 12.9285580347312,77.5849992078125 12.9285517803774))))","23",,"23","23",Jayanagara_4th_Block_TTMC,,,"23","23",Jayanagara_4th_Block_TTMC,0.89,"0",0.34,3606.74, ,Uttarahalli,Bangalore South,Bangalore Urban,TTMC,TTMC,DSC0005_Jayanagar_TTMC.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4886125100134 12.9136076707967,77.4880662802129 12.913051094127,77.4877642322523 12.9128678959786,77.487208033112 12.9130059051023,77.4872827866989 12.9132634603817,77.4863056225838 12.9135579401548,77.4868160170164 12.9141523287748,77.4886125100134 12.9136076707967))))","24",,"24","24",Kengeri_TTMC_&_Depot_37,,,"24","24",Kengeri_TTMC_&_Depot_37,4.43,"4",0.20999999,17930.3,37 / 1 .37 / 2,Kengeri,Bangalore South,Bangalore Urban,Depot 37 & TTMC,Depot & TTMC,DSC0007_Kengeri_TTMC.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4743276541034 12.9044906461873,77.4743098074513 12.9043865450812,77.4742384237551 12.9043924937604,77.4741491936955 12.9040117798251,77.4740034517572 12.9032563006687,77.4739439654063 12.9031849168337,77.4737268401614 12.9032295318138,77.4736822254007 12.9030510725843,77.4730040789781 12.9031373284876,77.4729832583019 12.9031968150371,77.47294459161 12.9032949673987,77.4727720813097 12.9037500394032,77.4726055185814 12.903970139337,77.4725995703985 12.9041129067536,77.4725034506289 12.9041449023903,77.4723820974536 12.9042020104681,77.4722155353566 12.904263875769,77.4720989418547 12.9042781527334,77.4719276209413 12.9042686354469,77.4717967512039 12.9042567378224,77.4716801577264 12.9042162868398,77.4715350097986 12.9041829743417,77.4714279344171 12.9041805941319,77.4713541713441 12.9042067689477,77.4712613720665 12.9042614968515,77.4711146966983 12.9044052353295,77.4711502515514 12.904451301953,77.4712970632412 12.9043138452162,77.4713898623122 12.9042638761189,77.4714850414422 12.9042519794335,77.4715588041025 12.9042662549933,77.4716516041694 12.9042971884241,77.4717634383681 12.9043352593861,77.4719300004611 12.9043757102729,77.4721108395658 12.9043804699567,77.4722488481322 12.9043614339871,77.4723511657682 12.9043233623845,77.4724844152048 12.904261496802,77.4726233650233 12.9042080856386,77.4733788441919 12.9043627497784,77.4734413044479 12.904597722158,77.4739558624895 12.9045858245044,77.4743276541034 12.9044906461873))))","25",,"25","25",Kengeri_Depot_12,,,"25","25",Kengeri_Depot_12,5.27,"6",0,21331.38,111 & 112 & 113,Kengeri,Bangalore South,Bangalore Urban,Depot 12,Depot,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4728464392725 12.9048124678614,77.472706791337 12.9044341166586,77.4725674471178 12.9044516331452,77.4723747115348 12.9045551398299,77.4721236778658 12.9045860726986,77.4720023262509 12.9045765553909,77.4718637217762 12.9045188531661,77.4717447480781 12.904471264384,77.4716346985521 12.9044088023992,77.4715335712849 12.9043552658489,77.4714354190625 12.9043225470418,77.4713610606816 12.9043344447136,77.4712688565455 12.9043998790871,77.471177614579 12.9044867547158,77.4706234279122 12.9037687280454,77.4705924943046 12.9038067991758,77.4705401469234 12.9038900804844,77.4705115927617 12.9039757408297,77.470509213748 12.904089955165,77.4705472857475 12.9042446197711,77.4706400843365 12.9043921469822,77.4707947492824 12.9046134360438,77.4709161910463 12.9047498745201,77.471073741487 12.904919544373,77.4714395823753 12.9052080536285,77.4718083990153 12.9054281532964,77.4721385501923 12.905627434259,77.4724300338604 12.9058296880786,77.4729178235198 12.9062371705281,77.4732200143976 12.906486419421,77.4732390509991 12.9062847599766,77.4732360756524 12.9060557371959,77.4732063324591 12.9058624062953,77.4731646924067 12.9056928690902,77.4730992571958 12.9055649732619,77.4728732082854 12.9052407716657,77.4726203900138 12.9049552359771,77.4727274662162 12.9048600576754,77.4728464392725 12.9048124678614))))","26",,"26","26",Kengeri_Additional_Land,,,"26","26",Kengeri_Additional_Land,7.27,"7",0.15000001,29429.49,126 & 127 & 128,Kengeri,Bangalore South,Bangalore Urban,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4823499486191 12.9165548157868,77.4824196649637 12.9165383037073,77.4824443617686 12.9165800965344,77.4828664805457 12.9164518817063,77.4826237754979 12.9158037164456,77.4821401604138 12.9159772045839,77.4823499486191 12.9165548157868))))","27",,"27","27",Kengeri_Satellite_Town_(CA_BDA_Land),,,"27","27",Kengeri_Satellite_Town_(CA_BDA_Land),1.03,"0",0.38,4171.64,CA,Kengeri,Bangalore South,Bangalore Urban,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5915257007423 12.9538567681957,77.5919939791847 12.9550788597181,77.5921400178631 12.9555180076934,77.5925846793303 12.9551419159618,77.5930094133501 12.954789754502,77.5936756625682 12.9541958407766,77.5928913920982 12.953331621311,77.5922327570744 12.9535809893132,77.5915257007423 12.9538567681957))))","28",,"28","28",Shantinagara_TTMC_(Central_Office),,,"28","28",Shantinagara_TTMC_(Central_Office),7.36,"7",0.12,29778.94,442 / 1- 23,Kasaba,Bangalore North,Bangalore Urban,Central Office & TTMC,TTMC,DSC0008_Shantinagar_TTMC.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5957165504929 12.9563544610579,77.5965047469595 12.9560302593013,77.5959961367032 12.9549059635342,77.5951855315444 12.9552429904074,77.5957165504929 12.9563544610579))))","29",,"29","29",Shantinagara_Depot_3,,,"29","29",Shantinagara_Depot_3,3.16,"3",0.18000001,12789.97, ,Kasaba,Bangalore North,Bangalore Urban,Depot 3,Depot,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5959961367032 12.9549059635342,77.5954266959387 12.9537770611215,77.5950427955119 12.9540582405763,77.5947137162674 12.9543071320879,77.5951855315444 12.9552429904074,77.5959961367032 12.9549059635342))))","30",,"30","30",Shantinagara_Depot_2,,,"30","30",Shantinagara_Depot_2,3.01,"3",0.03,12168.12, ,Begur,Bangalore South,Bangalore Urban,Depot 2,Depot,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5957875596261 12.9542129754371,77.5965645795984 12.953856819594,77.5967702952899 12.9537553120427,77.5963638627826 12.95304387426,77.5955166651159 12.9536881165927,77.5957875596261 12.9542129754371))))","31",,"31","31",Shantinagara_(Old_Central_Office),,,"31","31",Shantinagara_(Old_Central_Office),2.24,"2",0.05,9062.64, ,Begur,Bangalore South,Bangalore Urban,Old Central Office,Others,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5969893138867 12.9533048802578,77.597253434215 12.9538188432979,77.5981147985818 12.9534119564413,77.5978554373385 12.9528789568638,77.5969893138867 12.9533048802578))))","32",,"32","32",Shantinagara_(HRD),,,"32","32",Shantinagara_(HRD),1.66,"1",0.12,6735.92, ,Begur,Bangalore South,Bangalore Urban,South Division  ( CTM ( O ) ) Office,Others,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5966936658801 12.9527689063235,77.5969577867193 12.9532400398899,77.5973765712063 12.9530068530344,77.5978053496839 12.9527946042074,77.5975069659319 12.9522406667941,77.5968745046081 12.9526504093617,77.5966936658801 12.9527689063235))))","33",,"33","33",Shantinagara_Open_Land,,,"33","33",Shantinagara_Open_Land,1.65,"2",0.12,6691.28, ,Begur,Bangalore South,Bangalore Urban,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5996446033543 12.9527845334759,77.5995933897462 12.9526727670143,77.5992363572165 12.9528486186763,77.5988223318157 12.9530484935818,77.5987483301097 12.9530914422061,77.5984271026536 12.9532520561336,77.5981147985818 12.9534119564413,77.5979132282034 12.9535071727046,77.597253434215 12.9538188432979,77.5968536841046 12.9540224074233,77.597204654382 12.9546767588688,77.5974336786471 12.9551407528554,77.59759726552 12.955488749766,77.59826054101 12.9551645474966,77.5988167398408 12.954813577727,77.5992718117298 12.9545518366315,77.5994235029643 12.9544953242196,77.5997845856792 12.9543819435625,77.5999444848255 12.9543362578826,77.6003042595123 12.9542220440323,77.600257145727 12.9540949806272,77.6001614929163 12.9538822560123,77.5998849289771 12.9533080150665,77.5996446033543 12.9527845334759))))","34",,"34","34",Shantinagara_Central_Workshop1,,,"34","34",Shantinagara_Central_Workshop1,14.44,"17",0.03,58416.79, ,Begur,Bangalore South,Bangalore Urban,CWS 1,Workshop,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5983361679079 12.9527449133093,77.598197207274 12.9524727039377,77.5978926360465 12.9526249884457,77.5980277894958 12.9528971989604,77.5982300267536 12.9533529582321,77.5983806619632 12.9532758334803,77.5982559802654 12.9529681069211,77.5981819792254 12.9528210570706,77.5983361679079 12.9527449133093))))","35",,"35","35",Shantinagara_Dispensary,,,"35","35",Shantinagara_Dispensary,0.57,"0",0.12,2295.95, ,Begur,Bangalore South,Bangalore Urban,Hospital & Cycle Stand,Others,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5922566447656 12.9556141865635,77.5924255873132 12.9557759905345,77.5931989114082 12.9551573304494,77.5937253670742 12.9547409243826,77.5938443404352 12.9546487208778,77.5936331629539 12.9544018508704,77.5928271205483 12.9550621525062,77.5923930124997 12.9554209172817,77.5924006022109 12.9554619011147,77.5922566447656 12.9556141865635))))","36",,"36","36",Shantinagara_Bus_Parking_Area,,,"36","36",Shantinagara_Bus_Parking_Area,1.64,"1",0.38,6632.45, ,Kasaba,Bangalore North,Bangalore Urban,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.6167391634528 12.9159412945489,77.6166054849901 12.91568795457,77.6162943822094 12.9157138090593,77.6161801671012 12.915718567053,77.6159993265396 12.9157207464524,77.6160064676147 12.9153454686262,77.6160064666866 12.9151974661608,77.6155900611255 12.9151213228075,77.6156757223587 12.9156947731676,77.6157808082295 12.9160659528084,77.6158097988076 12.9161980347533,77.6158359786954 12.9161969874192,77.6165545760166 12.9161160865274,77.6168067987865 12.9160875332412,77.6167391634528 12.9159412945489))))","37",,"37","37",BTM_Layout_2nd_Stage_(Kuvempu_Nagar_Bus_Stand),,,"37","37",BTM_Layout_2nd_Stage_(Kuvempu_Nagar_Bus_Stand),1.87,"1",0.36000001,7570.33,CA Site,Begur,Bangalore South,Bangalore Urban,Bus Stand,Bus Stand,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.6432638200122 12.9197728442182,77.6434353602214 12.9199857355892,77.6439197000901 12.9205748907949,77.6444698301835 12.9212392352259,77.6449114591707 12.9212163926412,77.6448769564599 12.9204916093547,77.6448484025546 12.9196956795376,77.6442095177711 12.9197099560945,77.6435135250486 12.9197385095387,77.6432638200122 12.9197728442182))))","38",,"38","38",HSR_Layout_Depot_25,,,"38","38",HSR_Layout_Depot_25,4.65,"4",0.20999999,18812.48,CA Site 38,Begur,Bangalore South,Bangalore Urban,Depot 25,Depot,DSC_no_image.jpg
